"Factory Name,Country,City,Product Specialties,Materials Handled,Minimum Order Quantity (MOQ),Price Per Unit,Payment Terms,Standard Lead Time,Peak Season Lead Time,Max Monthly Capacity,Sample Lead Time,Certifications,Quality Control Processes,Past Clients,Nearest Port,Labor Practices,Labor Cost,Number of Workers,Year Established,Factory Size,Languages Spoken,Customization Capabilities,Contact Name,Contact Email,Contact Phone,Notes,"																									
"Tangerine Skies Private Limited - Unit-1,IN,Gurgaon,Accessories (caps & hats),""Knit Apparel, European Flax Certified Products"",Not publicly listed,Not publicly listed,Not publicly listed,30–45 days,50–60 days,""200,000–300,000 pcs/month"",,India export license,Inline QC; stitch labs,""New Era, Local sports brands"",Nhava Sheva Port,501-1000,0.45,,2021,""40,000 sq ft"",""English, Hindi"",""Knitwear, private labeling"",Contact via company website,Contact via company website,Contact via company website,Holds European Flax certification,"																									
"Richaco Exports Private Limited - 30\6 Manesar,IN,Gurgaon,Apparel (woven casual),,Not publicly listed,Not publicly listed,Not publicly listed,30–45 days,50–60 days,""350,000–550,000 pcs/month"",,WRAP?,Inline QC; fabric inspections,""Zara, Gap"",Nhava Sheva Port,Complies with local labor law,0.45,501-1000,,""55,000 sq ft"",,,,,,,"																									
"""TNG INVESTMENT AND TRADING JSC-PHU BINH 1,2, 3,4 BRANCH"",VN,Thai Nguyen,Apparel (knit & woven),,Not publicly listed,Not publicly listed,Not publicly listed,30–45 days,50–60 days,""600,000–800,000 pcs/month"",,OEKO_TEX,Inline QC; knit labs,""Uniqlo, H&M"",Haiphong Port,Complies with local labor law,0.65,1001-2500,,""90,000 sq ft"",,,,,,,"																									
"Tangerine Skies Private Limited - Unit-2,IN,Gurgaon,Footwear,""Leather bags, belts, leather footwear"",~500 pcs per style,Not publicly listed,""30–50% advance, balance pre-shipment"",60 days,8–10 weeks,""Estimated 10,000–20,000 units"",4–6 weeks,""GST-registered; exporter to Michael Kors, Centric Accessories"",Standard QC for leather goods; AQL sampling likely,""Michael Kors, Centric Accessories, Randa Accessories"",""Nhava Sheva (Mumbai), Mundra"",Moderate regulation; India leather industry norms,""_10,000–15,000/month (~$120–180 USD)"",1-500,2017,""153, Sector-04 IMT Manesar plant"",""English, Hind"	"i"",""Full turnkey leather design—printing,"	hardw	"are, packaging"",Gautam"	Nair	(D	irec	"tor),"	Not	p	ubli	cly	disc	lose	"d,"	",S"	tron	g US	sh	ipping	r	ec	or	d:	1	"78 shipments since 2006,"
"Thanh Tai Garment and Wash Company Ltd,VN,Binh Duong,Apparel,Woven apparel with in-house washing/finishing,""500–1,000 pcs"",Not publicly listed,""30–50% advance, balance pre-shipment"",45 days,7–9 weeks,""20,000–30,000 pcs"",3–4 weeks,Not publicly listed,""In-house QC, AQL sampling"",""J.Crew, Chico’s, Blue Ambrosia, Eunina, True Religion"",Ho Chi Minh City (Cat Lai),Standard Vietnamese factory practices,$250–300/month,1-500,2005,""10,000 m_ industrial park"",""Vietnamese, English"",Full garment manufacturing including washing/finishing,Bui Duc Tu (CEO/Chair),dungtvkd@icci.vn,84 0274 389 2222,103"	"US shipments since 2006,"																								
"Courtaulds Clothing Watawala (pvt) Ltd.,LK,Watawala,Apparel,""Lingerie, sportswear, sleepwear, outerwear"",Not publicly listed,Not publicly listed,""30–50% advance, balance pre-shipment"",6–12 weeks,8–14 weeks,""Estimated 50,000–100,000 units"",4–6 weeks,Not publicly listed,""In-house AQL inspections, product-specific testing"",Not publicly listed,Colombo Port,""Standard Sri Lankan factory, no BSCI/WRAP listed"",$150–200/month,501-1000,Approx. 1998,""Mid-sized, multi-site operation"",""English, Sinhala"",Full garmenting including lingerie and sportswear,Mr. Buddhika Gamage (GM - Planning),,4837837"	"/ Fax: +94 11 2297700,Part of Courtaulds"	Lanka	"multi-site operation,"																						
"Pee Empro Exports P Ltd (Unit 13),IN,Faridabad,Apparel,""Wovens, knits, printing, dyeing, embroidery"",""Typically 500–1,000 pcs"",Not publicly listed,""30–50% advance, balance pre-shipment"",4–8 weeks,8–12 weeks,""700,000 units/month"",3–4 weeks,No ethical certifications publicly listed,""In-house QC, AQL sampling"",""Gap, Old Navy, American Eagle, Anthropologie, Abercrombie & Fitch, Hollister, Ann Taylor"",Nhava Sheva (Mumbai) or Mundra,Standard Indian manufacturing practices,$150–200/month,1001-2500,1981,Multiple production units,""English, Hindi"",""Full vertical integration: fabric processing,"	"embroidery, garmenting"",Contact via comp"	any we	"bsite,Available via com"	pany	we	bsit	"e,,La"	rge	#NAME?	cale	ex	porte	r wi	th	$	1.73	B tr	ade	value	s	in	ce	2	2	"1,"
"TNG INVESTMENT AND TRADING JSC - VIET DUC BRANCH,VN,Thai Nguyen,Apparel,""Woven garments: jackets, trousers, sportswear"",""Typically 1,000+ pcs"",Not publicly listed,""30–50% advance, balance pre-shipment"",45–60 days,8–10 weeks,Tens of thousands across branches,3–4 weeks,""Ethical compliance, sustainability (BSCI, WRAP likely)"",""In-house labs, AQL sampling, Brother IoT integration"",""US, EU, Canadian brands (unspecified)"",Haiphong / Cat Lai,""Ethical, HNX-listed, transparent practices"",$250–300/month,501-1000,1979 (Viet Duc branch active since 2007),Multi-site with 11 factories,""Vietnamese,"	"English"",""Full garment manufacturing: CM"	"T, out"	"erwear, sportswear"",Mr."	Ngu	yen	Duc	Manh	(C	EO	"),in"	fo@	tng.v	"n,84"	2	8	385	446	"2,H"	NX-lis	te	d;	s	us	ta	"inable factory recognition since 2017,"
"DA NANG branch PHONG PHU INTERNATIONAL JSC PHONG PHU DA,VN,Da Nang,Apparel,""Woven, Knit, Spandex"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,""Reitmans (Canada), Duluth Trading, Brunt Workwear"",,,Complies with local labor law,,501-1000,2007,Multiple facilities across Vietnam,""Vietnamese, English"",""Private label, Custom designs"",Not specified,info@phongphucorp.com,Not specified,Produces ~46 million units per year,"																									
"Courtaulds Clothing Lanka (Pvt) Ltd,LK,. Katuwellegama,Apparel,""Knitting, Weaving, Printed fabrics"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,Not specified,,,Complies with local labor law,,501-1000,Not specified,""Estimated 500–1,000 employees"",""English, Sinhala"",""Private label, Custom designs"",""Mr. Buddhika Gamage, Janaka Silva"",Not specified,+94 11 4837837 / +94 11 2297777,""Active on EC21, specializes in high-quality garment manufacturing"","																									
"Branch of Phong Phu International J.S.C. - Phong Phu - Quang Tri Export Garment Factory,VN,Quang Tri,Apparel,""Jersey, Pique, Jacquard, Rib, French Terry"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,Not specified,,,Complies with local labor law,,501-1000,Not specified,""7,000 ton capacity per year"",""Vietnamese, English"",""Private label, Custom designs"",Not specified,info@phongphucorp.com,Not specified,Part of PPJ’s in-house supply chain,"																									
"SHAHI EXPORTS PVT LTD UNIT 9,IN,Bangalore,Apparel,""Knits, Wovens"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,Global brands (unspecified),,,Complies with local labor law,,2501-5000,1978 (company-wide),Part of India’s largest apparel manufacturer,""English, Hindi"",""Private label, Custom designs"",Not specified,Not specified,Not specified,Shahi Exports operates many units across India,"																									
"Courtaulds Clothing Veyangoda (pvt)ltd,LK,Kalagedihena,Apparel,""Knits, Wovens"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,Not specified,,,Complies with local labor law,,501-1000,Not specified,""One of seven Courtaulds plants (~6,500 employees total)"",""English, Sinhala"",""Private label, Custom designs"",Not specified,Not specified,Not specified,Key production site in Sri Lanka,"																									
"Courtaulds Clothing Rajanganaya (pvt) Ltd,LK,Rajanganaya,Apparel,""Knitting, Weaving, Printed fabrics"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,,Not specified,,Complies with local labor law,,501-1000,Not specified,""Part of Courtaulds Sri Lanka operations (~6,500 employees total)"",""English, Sinhala"",""Private label, Custom designs"",Not specified,Not specified,+94 25 2056_182; +94_0252055633,Listed export shipments to US & others,"																									
"CROSSING SARL-F,MA,Casablanca,Apparel,""Denim, Cotton, Cotton blends"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,,ASOS (US) importer,,Complies with local labor law,,501-1000,1998,201–500 employees,""Arabic, French, English"",""Private label, Custom designs"",Not specified,Info@crossing.ma,05_22_72_72_58,""Manufactures pants, skirts, jackets, shirts; shipments to ASOS in US"","																									
"PHONG PHU - PHU YEN 3 EXPORT GARMENT FACTORY,VN,Phu Yen,Apparel,""Jersey, Pique, Jacquard, Rib, French Terry"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,,Not specified,,Complies with local labor law,,1-500,2017,Part of Phong Phu group (16 factories including 1 in Phu Yen),""Vietnamese, English"",""Private label, Custom designs"",Not specified,Not specified,Not specified,""Integrated mill-network, 3,934 shipments data"","																									
"Shahi Exports Pvt. Ltd.  (F2),IN,Faridabad,Apparel,""Knits, Wovens"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,,Not specified,,Complies with local labor law,,2501-5000,1974,""Part of India’s largest apparel group (~50 factories, 100k+ staff)"",""English, Hindi"",""Private label, Custom designs"",Not specified,Not specified,Not specified,""Address: 15/1 Mathura Road, Faridabad, Haryana 121008"","																									
"Richaco Exports Private Limited  - (Knits Unit),IN,Gurgaon,Apparel,Cotton knits,Not specified,Not specified,LC/TT,Not specified,Not specified,,,European Flax & hemp certified,,""American Eagle Outfitters (Canada), Nordstrom Canada"",,Complies with local labor law,,1001-2500,2021,Medium enterprise (~_10_Cr capital),""English, Hindi"",""Private label, Custom designs"",Not specified,vijay@richagroup.com,Not specified,Registered addresses across Gurugram & Manesar,"																									
"Bhavik Terryfab,IN,,Accessories,""Terry cloth, towels, terry fabrics"",Not specified,Not specified,LC/TT,Not specified,Not specified,,,Not specified,,Not specified,,Complies with local labor law,,1001-2500,Not specified,201–500 employees,""English, Hindi"",""Private label, Custom designs"",Mr. Gauri Shanker Kandoi; Manish Singhal; Prity Singhal,jproffice31@bhavik.biz,+91_99833_40261; +91_141_4910163,""Facilities in Keshwana, Kotputli & VKI Area; supplies to US markets"","																									
"RADNIK AUTO EXPORTS -F,IN,Noida,Accessories,""Car seat covers, headlight covers, Stepney covers"",Not specified,Not specified,LC/TT,,,,,,,""H&M, Benetton, Tommy Hilfiger, M&S; military/paramilitary gear"",,Complies with local labor law,,501-1000,1973,Large,""English, Hindi"",""Sportswear & gear manufacturing; 86 US shipments on record (e.g. backpacks, tote bags)"",Proprietor: Mrs. Kavita,Not specified,Not specified,""Plot No D-201, Sector 63, Noida, UP - 201301, India"","																									
"HUE BRANCH-VINATEX INTERNATIONAL JOINT STOCK COMPANY,VN,Thua Thien Hue,Apparel,""Knit & woven fabrics, denim"",Not specified,Not specified,LC/TT,,,,,Vietnamese state-owned,,""ASOS, Helly Hansen"",,Complies with local labor law,,501-1000,2000s+,Large,""English, Vietnamese"",Full supply chain; 119+ sewing lines; testing lab,Not specified,info@vinatex.com.vn,+84 24 3825 7700,Fabric mill & garment corporation; located in Phu Da Ind. Park,"																									
"TDT INVESTMENT AND DEVELOPMENT JOINT STOCK COMPANY,VN,Thai Nguyen,Apparel,""Garments for men, women, children, knits & wovens"",Not specified,Not specified,LC/TT,,,,,,,""GAP, Kohl's, Target, ZARA, Costco, Massimo Dutti, Old Navy"",,Complies with local labor law,,501-1000,2011,Large,""English, Vietnamese"",""Manufacture & export; HQ in Thai Nguyen with branches in Phu Binh, Dai Tu; near airport/port"",C.E.O Thang Viet Nguyen,info@tdtgroup.vn,+84 28 0656 7898,Stock-listed; global brand supplier,"																									
"Kardem Kesan Factory,TR,Edirne,Apparel,""Ready-made garments, fast fashion, high-volume"",Not specified,Not specified,LC/TT,,,,,,,""Inditex, LPP, Gina Tricot, Ralph Lauren"",,Complies with local labor law,,501-1000,1990,2 factories in TR and Serbia; large,""English, Turkish"",Lean manufacturing; ~1.8 million pcs/month,Not specified,Not specified,Not specified,""Factory at Ke_an, Edirne; Blok No 31, Ke_an Branch"","																									
"TNG INVESTMENT AND TRADING JSC - SONG CONG 1 BRANCH,VN,Thai Nguyen,Apparel,""Sportswear, outerwear"",Not specified,Not specified,LC/TT,,,,,Certified by third-party (Hanoi SE transparency); green factory,,Not specified,,Complies with local labor law,,501-1000,1979,10001,""English, Vietnamese"",""11 sewing factories; 10,001+ employees; revenue ~7,100 bn VND (2023)"",Not specified,info@tng.vn,+84 20 8385 4462 / +84 20 385 5617,Strong social programs for workers,"																									
"SUNRISE FASHIONS II,IN,Bangalore,Apparel,""Cotton, blends, Denim"",Not disclosed,Not disclosed,LC/TT,45 days,60 days,~520 workers,,""GOTS, WRAP, Sedex"",,,,Complies with local labor law,,1-500,2005,""~3,500_m_"",""English, Spanish"",Pattern development available,,,,""Supplier to Gap, Abercrombie"","																									
"HUE TEXTILE GARMENT JSC - QUANG BINH BRANCH,VN,Quang Binh,Apparel,""Cotton, polyester blends"",Not disclosed,Not disclosed,LC/TT/DA,30–40 days,50–60 days,~1.67M pieces/month,,""OEKO-TEX, ISO 9001"",,,,Complies with local labor law,,501-1000,1990s,""8,500_m_"",""Vietnamese, English"",Knit/ woven capability,,,,Part of Hue Textile Group,"																									
"FASHION LINE APPARELS,IN,Bangalore,Apparel,""Cotton, polyester, Denim"",Not disclosed,Not disclosed,LC/TT,45 days,60–75 days,Not disclosed,,""GOTS, Sedex, India Export–Import"",,,,Complies with local labor law,,501-1000,2010s,""~3,500_m_"",English,Pattern & sample development,,,,GST:29ABSPC5637Q1ZR,"																									
"Bac Giang LGG Garment Corporation,VN,Bac Giang ,Apparel,""Polyester, nylon, laminated fabrics"",Not disclosed,Not disclosed,LC/TT,60 days,75 days,~4.6M garments,,""ISO 9001, WRAP, BSCI, OEKO-TEX"",,,,Complies with local labor law,,2501-5000,1972/CG 2018,""~50,000_m_ (6 plants)"",""Vietnamese, English"",Technical patternmaking,,,,Tax:2400841850,"																									
"Alpine Apparels Pvt. Ltd. (Plot No-19),IN,Faridabad,Accessories,""Leather, PU, synthetics"",Not disclosed,Not disclosed,LC/TT,45 days,60–90 days,Not disclosed,,""ISO 9001, BSCI"",,,,Complies with local labor law,,1-500,1995,""2,000–5,000_m_"",""Hindi, English"",Custom designs & private label,,,,""Export-oriented, CIN U74899DL1995PTC068562"","																									
"Courtaulds Clothing Dambadeniya (pvt) Ltd,LK,Dambadeniya,Apparel,""Lingerie, sportswear, sleepwear, essentials"",Not disclosed,Not disclosed,LC/TT,45 days,TBD,Unknown,,Verified exporter (EDB Sri Lanka),In-house + 3rd-party checks,,,Complies with local labor law,,501-1000,1998,Unknown,,,,Tel: (94)11-4837837; Fax: (94)11-2297700,,Supplier to US buyers via Panjiva,"																									
"SHAHI EXPORTS PVT LTD-UNIT 31,IN,Bangalore,Apparel,""Knits, wovens, embroidery"",Not disclosed,Not disclosed,LC/TT,45 days,60–75 days,""Part of 50+ units (~100,000 employees)"",,""OEKO-TEX, ZDHC, C2C Gold"",Inline QC,,,Complies with local labor law,,1001-2500,1974,Large vertically integrated,,,,Contact via website https://www.shahi.co.in/?utm_source=chatgpt.com,,India’s largest apparel exporter,"																									
"EMSAM TEKSTIL SAN VE DIS TIC A S,TR,Istanbul,Apparel,""Seamless bras, sportswear, shapewear"",Not disclosed,Not disclosed,LC/TT,30–40 days,50–60 days,~10 million pcs/year (~300k pcs/month),,""ISO, Code of conduct"",Inline QC at knit stage,,,Complies with local labor law,,1-500,2002,Facility in Sancaktepe,,,,Tel: +90 216 466 70 95; Email: info@emsam.com.tr,,Leading Turkish seamless underwear maker,"																									
"Pee Empro Exports Pvt Ltd-(Plot No-67),IN,Faridabad,Apparel,Cut-and-sew garments,Not disclosed,Not disclosed,LC/TT,45 days,60 days,Not disclosed,,Unknown,AQL sampling,,,Complies with local labor law,,1001-2500,1980s?,Plot #67 & others,,,,Contact via website https://www.pempro.com/?utm_source=chatgpt.com,,CIN U74899HR1980PTC115338,"																									
"ORMA TEKSTIL SAN. VE TIC. A.S.,TR,Duzce,Apparel,Knits (women/men/kids),Not disclosed,Not disclosed,LC/TT,45 days,60–75 days,Small-scale (~150 workers per site),,ISO,Inline QC,,,Complies with local labor law,,1-500,1970s?,~150 workers per site,,,,Contact via https://www.emis.com/php/company-profile/TR/Or-ma_Tekstil_AS_en_3325382.html?utm_source=chatgpt.com,,Works with brands like Arket and H&M,"																									
"ISABELLA (PRIVATE) LIMITED,LK,Katunayake,Apparel,""Socks, tights, seamless wear"",Not disclosed,Not disclosed,LC/TT,45 days,60 days,""Approx. 501–1,000 employees"",,""GOTS?, Verified exporter (Sri Lanka)"",In-house QC + 3rd-party audits,,,Complies with local labor law,,1-500,1984,""~5,000 m_ (EPZ)"",,,Mr. Saman Abeyratne,isabel[email protected],+94 77 768 5620,""Supplier to Hugo Boss, Katunayake EPZ; Ring Road 3, Phase 2"","																									
"Viet Y - Hung Yen Garment Joint Stock Company,VN,Hung Yen Provnie,Apparel,""Wovens, knits, tail-wear"",Not disclosed,Not disclosed,LC/TT,30–40 days,50–60 days,"">5,000 pcs/month"",,""WRAP, BSCI, Higg IDX"",Inline + final inspection,,,Complies with local labor law,,501-1000,JV >50 years,""28,115 m_, 14,000 workers"",,,,,,""ISO 9001,14001,SA8000 certified, Paris Première Vision partner"","																									
"""PHU SINH GARMENT CO., LTD"",VN,Hung Yen Provnie,Apparel,""Combed cotton, poly blends, woven tops"",Not disclosed,Not disclosed,LC/TT,30–45 days,50–60 days,~100 US shipments/year (~200 total),,Unknown,AQL + batch sampling,,,Complies with local labor law,,1-500,1980s,Facility size N/A,,,,,,""Mao Dong Hamlet, Hung Yen Province; active US exporter"","																									
"Ideateks Moda ve Konf San Dis Tic AS,TR,Istanbul,Apparel,Wovens & home textiles,Not disclosed,Not disclosed,LC/TT,30–40 days,60 days,≈150–199 workers,,""ISO?, Code of Conduct"",Inline QC,,,Complies with local labor law,,1-500,2010,""Zafer Mah., Istanbul"",,,Mr. ?,muhasebe@ideateks.com,0216 468 7600,""Supplier to premium brands; HQ Esenyurt, Istanbul"","																									
"""AHP APPAREL PVT LTD., UNIT - 45"",IN,Bangalore,Apparel,Wovens for women's/men's wear,Not disclosed,Not disclosed,LC/TT,45 days,60 days,""~2,004 workers (Shahi unit)"",,""OEKO-TEX?, C2C? (Shahi parent audits)"",Inline QC,,,Complies with local labor law,,1001-2500,2012,Shahi vertically integrated,,,,,,""Shahi Exports unit; Sy no 341/1, Mandya, Karnataka"","																									
"SAHU GLOBAL PVT LTD,IN,Noida,Apparel,Cotton & blended fabrics,Not disclosed,Not disclosed,LC/TT,45 days,60–75 days,""1,001–5,000 employees (LinkedIn estimate)"",,Unknown,In-house QC; US import data available,,,Complies with local labor law,,1001-2500,1979,Large facility A-204 Sector-63 Noida; CIN U18109DL2019PTC357230,,,,Tel: 95827 80582; 70549 30195; email via website,,""Supplier to Rag & Bone, Tecovas, JP Boden"","																									
"Thagaco international investment joint stock company,VN,Thai Nguyen,Apparel,Synthetic & blended woven,Not disclosed,Not disclosed,LC/TT/Processing,30–40 days,50–60 days,~159 export shipments; capacity ~300k/month,,Import-export data suggest WRAP/BSCI-level protocols,Inline QC + customs checks; Panjiva/TradeImeX visible shipments,,,Complies with local labor law,,1001-2500,2018,""Phu Ha Hamlet, Dai Tu District, Thai Nguyen"",,,,Phone: 986866700,,Exports include jackets under HS 62024010,"																									
"EXCEL PRODUCTIONS,IN,Noida,Apparel,Knits & wovens,Not disclosed,Not disclosed,LC/TT,45 days,60 days,Small enterprise (Excel Sales & Supplies; NIC code),,UDYAM-registered small manufacturer (no certifications listed),QC per standard small export house,,,Complies with local labor law,,1-500,2004,""A-28, Sector-65 Noida"",,,,Contact via Indeed job postings,,Likely SME supplier for local brands,"																									
"Sahu Global Pvt Ltd - C19,IN,Noida,Apparel,Cotton woven garments,Not disclosed,Not disclosed,LC/TT,45 days,60–75 days,Medium enterprise (Sahu Exports unit C-19) ~250–500 employees,,Unknown,Inline QC; audited by Abercrombie & Fitch list,,,Complies with local labor law,,1001-2500,2000,""C-19, Sector-80 Noida; UDYAM MSME"",,,,Contact via company site,,Part of Sahu Exports group,"																									
"UNLU TEKSTIL SAN.TIC.A.S,TR,Istanbul,Apparel,Knits & wovens,Not disclosed,Not disclosed,LC/TT,30–40 days,60–75 days,""501–1,000 employees"",,ISO certified (per EMIS),Inline QC; Instagram + LinkedIn activity,,,Complies with local labor law,,501-1000,1992,""Sıvat Cad. Emek Mahallesi, Sancaktepe Istanbul; ~939 employees"",,,,Contact via website/inbox,,Leading Turkish garment exporter,"																									
"Timex Garments (Pvt) Ltd. Unit 3,LK,Wattala,Apparel,Cotton/poly blends,Not disclosed,Not disclosed,LC/TT,45 days,60 days,""500–1,000 employees (estimated)"",,""GOTS?, Verified Sri Lanka exporter"",In-house QC + final inspection,""Marks & Spencer, Abercrombie & Fitch (via supply chain disclosures)"",,Complies with local labor law,,501-1000,1995,""~3,500_m_"",,,,Tel via Sri Lanka Exporters Assoc.,,Located in Wattala industrial zone,"																									
"TIMEX GARMENTS (PVT) LTD - UNIT 12,LK,Horana,Apparel,Knits & wovens,Not disclosed,Not disclosed,LC/TT,45 days,60 days,""500–1,000 employees (estimated)"",,""GOTS?, Verified exporter"",Inline + final inspection,""Marks & Spencer, Decathlon (via public records)"",,Complies with local labor law,,1-500,1997,""~4,000_m_"",,,,Contact via corporate site,,Serves similar markets as Unit 3,"																									
"MODELAMA EXPORTS PVT LTD - 198,IN,Gurgaon,Apparel,Cotton/denim blends,Not disclosed,Not disclosed,LC/TT,45 days,60–75 days,200–500 employees (estimate),,""OEKO_TEX?, Sedex?, India Exporter"",Inline QC; AQL sampling,""Urban Outfitters, American Eagle (via Panjiva records)"",,Complies with local labor law,,501-1000,2001,""~2,500_m_"",,,,Contact via company's supplier portal,,Unit 198 onsite in Gurgaon,"																									
"MODELAMA EXPORTS PVT LTD - 105-106,IN,Gurgaon,Apparel,Cotton/poly knits,Not disclosed,Not disclosed,LC/TT,45 days,60–75 days,200–500 employees (estimate),,""OEKO_TEX?, Sedex?, India Exporter"",Inline QC; AQL sampling,""Urban Outfitters, American Eagle (via Panjiva records)"",,Complies with local labor law,,1001-2500,2000,""~2,500_m_"",,,,Contact via supplier portal,,Sibling unit to #198,"																									
